date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:23:13	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:35%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/my-range-search-input-type-is-being-changed.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/my-range-search-input-type-is-being-changed.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:13	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:35%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/sometimes-custom-select-shows-as-dialog-popup.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/sometimes-custom-select-shows-as-dialog-popup.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:14	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:35%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/disabling-a-button-does-not-work.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/disabling-a-button-does-not-work.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:14	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:36%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/controls-in-header-footer.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/controls-in-header-footer.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:14	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:36%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/scripts-and-styles-not-loading.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/scripts-and-styles-not-loading.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:15	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:37%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/dom-ready-not-working.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/dom-ready-not-working.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:15	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:37%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-do-i-load-a-page.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-do-i-load-a-page.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:16	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:37%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/why-is-only-the-first-page-loaded.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/why-is-only-the-first-page-loaded.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:16	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:38%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/pass-query-params-to-page.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/pass-query-params-to-page.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:16	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:38%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/pass-via-the-hash-to-page.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/pass-via-the-hash-to-page.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:17	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:39%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/the-application-cache-is-not-working.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/the-application-cache-is-not-working.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:17	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:39%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/injected-content-is-not-enhanced.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/injected-content-is-not-enhanced.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:17	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:39%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/triggering-create-on-injected-content-does-not-work.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/triggering-create-on-injected-content-does-not-work.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:18	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:40%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-can-i-stop-auto-enhancement-of-elements.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-can-i-stop-auto-enhancement-of-elements.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:18	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:40%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-can-i-stop-auto-enhancement-of-a-block-of-elements.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-can-i-stop-auto-enhancement-of-a-block-of-elements.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:19	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:40%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-do-i-control-page-titles.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-do-i-control-page-titles.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:19	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:41%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-do-i-use-touch-mouse-events.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-do-i-use-touch-mouse-events.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:19	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:41%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-does-theming-work.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-does-theming-work.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:20	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:42%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-configure-phonegap-cordova.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/how-configure-phonegap-cordova.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:20	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:42%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/intro/rwd.html	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/intro/rwd.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:21	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:43%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/intro/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/intro/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:21	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:43%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/examples/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
15:23:21	168/168	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202014%2020:23:43%20GMT	http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/	C:/Users/lenovi/Desktop/encabezado/demos.jquerymobile.com/1.3.0/docs/widgets/panels/faq/index.html	(from http://demos.jquerymobile.com/1.3.0/docs/widgets/panels/)
